"","census_tract_code","year","arrests_B","arrests_W","arrests_total","pct_arr_w","pct_arr_b","pct_arr_t","pct_arr_tot","pct_arr_wow","pct_arr_bob","sir_tot","sir_b","sir_w","sumres_t","sumres_w","sumres_b"
"70",10700,2016,84,88,174,50.5456634118323,48.248133256749,100,3.94638361570388,3.74452150972299,5.03868994061544,1.15429504193122,137.389644781822,261.969686831647,-0.20136122405529,-0.0924464613199234,0.164965346455574
"71",10700,2017,95,131,226,57.9389650597081,42.0168067226891,100,5.00986455631664,5.27141764918917,5.67469087868108,1.46537847318123,139.542263308831,316.460791234287,0.350603580474854,0.305653244256973,0.257392823696136
"72",10700,2018,102,148,251,58.9406610911987,40.621266427718,100,5.46471881735647,6.22607378738799,5.34003455316476,1.59844058816915,125.692912156958,343.217507713285,0.225718513131142,0.585915625095367,0.431162804365158
"73",10800,2010,76,103,181,56.8746548868029,41.9657647708448,100,6.27361269973311,7.42021468193934,11.4268531047963,1.83437563422917,267.046067678713,350.382942459725,2.15838193893433,0.977571725845337,0.122484564781189
"74",10800,2011,58,126,185,68.0713128038898,31.334413830362,100,6.7026557008804,9.29820677440779,8.93544908334617,1.95973896861497,244.224683826546,403.569766584196,1.91813492774963,0.819809317588806,-0.520794928073883
"75",10800,2012,81,133,216,61.5455807496529,37.482646922721,100,9.56132973307954,9.58834979453536,14.9972227365303,2.79493095256422,311.821553059943,414.01441633063,2.09219861030579,1.06819927692413,0.327344655990601
"76",10800,2013,60,114,174,65.4796094198736,34.4629523262493,100,7.18978554605182,6.71338554855427,21.8102508178844,2.10186507181922,374.34872004258,348.38427980926,1.86028969287872,1.04576790332794,0.175832182168961
"77",10800,2014,56,112,168,66.627007733492,33.313503866746,100,7.80270307928104,7.82614771853819,16.9645561950924,2.28071568219904,334.313037078121,366.80463018391,1.25619721412659,1.16332614421844,0.184442296624184
"78",10800,2015,29,99,132,74.9432248296745,21.9530658591976,100,5.2861319130191,5.59606579616754,9.53633673133838,1.54540572812941,219.354983417979,314.181705076789,0.185427308082581,0.419927567243576,-1.28674972057343
"79",10800,2016,56,126,188,66.9856459330144,29.7713981924508,100,6.96528472453781,7.07427993936331,13.5233035498672,2.03647999984525,303.21695401617,362.600302699543,0.34521147608757,0.633606493473053,-0.559074103832245
"80",10800,2017,52,132,185,71.3128038897893,28.0929227444625,100,6.99670965545933,7.43620077742099,12.2324159021407,2.04562336810725,287.728200038151,372.888852186729,0.442438662052155,0.734408318996429,-0.500163674354553
"81",10800,2018,61,165,233,70.7850707850708,26.1690261690262,100,8.0148601699288,9.08040283968962,10.9299408708117,2.34352578326183,271.925851570953,415.569430264011,0.896554529666901,0.890019774436951,-0.432147204875946
"82",10900,2010,24,69,94,73.3262486716259,25.5047821466525,100,4.34561508945495,3.46716245414803,36.8663594470046,1.27022295481424,227.045384821609,237.729387210427,2.18125343322754,1.82683920860291,1.64207744598389
"83",10900,2011,15,104,119,87.3215785054576,12.5944584382872,100,5.28395719550642,5.19714157213533,15.1362260343088,1.54457994478829,142.276440224376,308.811722125025,2.64471912384033,2.27961397171021,1.39067685604095
"84",10900,2012,13,65,79,82.1744627054362,16.4348925410872,100,3.59564880979473,3.18611832753296,18.2841068917018,1.05102909668969,125.755187891728,226.362319969023,2.26600527763367,1.49755549430847,0.814831256866455
"85",10900,2013,6,53,59,89.6785109983079,10.1522842639594,100,2.50839675183878,2.47999625660942,5.08044030482642,0.733281077490256,58.4865205065151,193.120748003236,1.36003386974335,0.525153517723083,-0.751043796539307
"86",10900,2014,15,40,55,72.5952813067151,27.2232304900181,100,2.23295846697251,1.80578754909485,9.60922485586163,0.652797357335892,138.183973737454,154.899830734388,1.39547324180603,1.47357130050659,1.51940560340881
"87",10900,2015,11,54,66,81.6944024205749,16.6414523449319,100,2.79412387282503,2.77335524626367,3.690036900369,0.816812003428245,98.2362437487892,200.667963137429,1.4846134185791,1.23358750343323,0.523511588573456
"88",10900,2016,24,70,95,73.6067297581493,25.2365930599369,100,4.21080625858783,3.6917884077844,7.99733422192602,1.2308845650361,190.02000846601,243.707593506849,2.12895941734314,1.275750041008,0.875186383724213
"89",10900,2017,27,107,136,78.6186627479794,19.8383541513593,100,5.50584996558844,5.43395459854756,8.0333234156501,1.60962061627787,202.794123374896,316.128533815477,2.58289980888367,1.82117605209351,1.23147869110107
"90",10900,2018,18,58,76,76.215505913272,23.6530880420499,100,3.14686762452901,2.84718472338128,8.0681308830121,0.919954444679881,156.978581319772,208.895718480649,2.30269575119019,1.01682388782501,0.493331253528595
"91",11000,2010,254,64,321,19.93148551853,79.1030831516661,100,12.9796611540172,5.9695923887697,18.8553188330488,3.79457473173791,188.211076953917,261.124258482768,-0.7064408659935,-0.651159286499023,0.0256093591451645
"92",11000,2011,263,58,326,17.7859552284575,80.6501073290402,100,13.3055793641076,4.9695827264159,22.3430464701385,3.88981449696293,213.726048288306,237.230747709355,-0.804046332836151,-0.995249152183533,-0.314659148454666
"93",11000,2012,219,65,284,22.8792678634284,77.0855332629356,100,12.230308772232,5.32306936368848,22.5982870704778,3.57523781227686,250.270088131896,257.769048646295,-0.331527978181839,-0.476918250322342,-0.00435698172077537
"94",11000,2013,264,51,316,16.1341347674786,83.5178740904777,100,14.3825952391789,4.20410518506306,30.6941053365888,4.20411638675876,284.107668417794,211.916955532479,0.080749124288559,-0.65406858921051,0.175899118185043
"95",11000,2014,200,79,279,28.305266929416,71.6589036187746,100,10.8387397537003,6.62140642024977,15.56299120691,3.16882313396191,192.564521831981,301.589769693201,-1.01925373077393,-1.41472554206848,-1.55115365982056
"96",11000,2015,213,69,283,24.3730130695867,75.2384316495938,100,11.5035974147392,5.8370696218594,18.392194111044,3.36303052899665,212.822283845778,272.076402562836,-0.586782455444336,-1.23516619205475,-1.03897988796234
"97",11000,2016,194,92,286,32.1565886053827,67.8084585809158,100,11.8470651588584,8.16254103451335,15.8225267107088,3.4633662014457,200.277743302491,343.093899729742,-0.523642361164093,-1.24701237678528,-1.47655498981476
"98",11000,2017,224,119,343,34.6837656659866,65.2870883124453,100,14.632481549422,11.1831594774927,18.7432014057401,4.27750429542295,207.86470192896,420.166478390435,-0.476204752922058,-0.971408247947693,-1.39278256893158
"99",11000,2018,255,96,351,27.342637425235,72.6288806607804,100,15.3671030165054,8.05301568660347,26.097635861222,4.49211360538517,252.497556803549,348.821849881407,-0.101144134998322,-0.703050673007965,-0.677521884441376
"100",11100,2010,397,75,472,15.8864647320483,84.0923533149756,100,15.7696034212021,45.9840588595953,14.7687958037275,4.61112271317971,99.318890044687,360.508779324252,-1.70845949649811,-1.23732042312622,-0.406660616397858
"101",11100,2011,370,85,458,18.5549006767081,80.7683911809649,100,14.5299958757654,51.1739915713426,13.5725028428891,4.24885656488936,97.792513717328,406.15673658414,-1.82066237926483,-1.35181784629822,-0.925155937671661
"102",11100,2012,387,71,458,15.4987993887797,84.4793713163065,100,15.7871152321533,24.8164977280671,16.1243281529936,4.61610514387173,110.823734321182,332.786556831682,-1.12555277347565,-1.08237993717194,-0.265758544206619
"103",11100,2013,398,74,475,15.575668280362,83.7718375078931,100,18.2685281335333,43.5038212815991,16.8708405747955,5.34106094488556,112.784480954021,355.303646223567,-1.57097840309143,-1.38524746894836,-0.495103478431702
"104",11100,2014,420,91,511,17.804734885541,82.1756994717277,100,20.2850224286452,61.862678450034,18.3478222882356,5.93040430137561,116.310533070142,435.829028631834,-1.91682064533234,-1.60911428928375,-0.990016639232635
"105",11100,2015,305,113,419,26.9625387735624,72.7749940348366,100,17.0943657949492,71.928707829408,13.750507190839,4.99744816285318,118.649833032501,533.857472626537,-1.60112190246582,-1.06754517555237,-0.840334594249725
"106",11100,2016,360,115,477,24.1039614336617,75.4558792705932,100,19.7180769707743,28.5998507833872,18.6229372510475,5.7643885223948,136.290332838305,499.1528344976,-0.941674113273621,-1.07006931304932,-0.877998530864716
"107",11100,2017,445,175,623,28.0853795538437,71.4171080083454,100,24.799968154134,71.1093051605039,22.3606853926938,7.2503433981706,133.46898180816,766.520573950899,-1.58958458900452,-1.67532300949097,-2.10593605041504
"108",11100,2018,434,111,546,20.3259476286394,79.4726240615272,100,20.0433170588451,32.258064516129,21.3152595648544,5.86023513083279,130.445090214332,493.109382263431,-1.4885139465332,-2.20212697982788,-2.21051692962646
"109",11200,2010,169,59,229,25.7529463116543,73.7669140113488,100,9.02249714353256,4.5172651404946,13.94274399802,2.63778386419951,199.274981046632,235.393151057267,0.61893355846405,-0.559210658073425,0.489204317331314
"110",11200,2011,219,91,310,29.3453724604966,70.6223798774589,100,12.8678759702794,7.24464612690072,19.710197101971,3.76178048660498,221.520547193262,330.761861499785,1.50658226013184,0.352999925613403,1.58894944190979
"111",11200,2012,248,86,335,25.6639809012235,74.0077588779469,100,15.7195814368167,7.44524283611809,26.5496199550369,4.59474239375152,262.159526398573,324.178090268653,1.39063000679016,0.0966220647096634,1.5093537569046
"112",11200,2013,208,61,269,22.6681531029357,77.2946859903382,100,12.3388835374524,5.03258807029123,22.0082530949106,3.60669141032392,254.31148682269,245.38117326242,1.14501690864563,-0.239064157009125,1.31258141994476
"113",11200,2014,140,72,212,33.9462517680339,66.006600660066,100,9.81436044627564,6.24403781111786,14.2842567084991,2.86873160012402,232.90918617209,282.836932048247,0.535905063152313,0.059909351170063,1.15665304660797
"114",11200,2015,196,84,282,29.7766749379653,69.4789081885856,100,14.2201603549997,6.81209958640824,27.6797062561785,4.15605943422558,322.985019729127,313.346276459968,1.10002493858337,0.233561024069786,1.52856290340424
"115",11200,2016,211,113,326,34.6519472554431,64.7040785035265,100,13.187168803851,9.5998640727211,16.9056966589216,3.85523734572258,198.732969456482,393.157035791023,-0.405584871768951,-0.0229640696197748,0.564429402351379
"116",11200,2017,189,86,277,31.0357271743053,68.206423673764,100,10.9611808001266,6.48029538090573,16.1111584690137,3.20455472287541,207.764075676621,312.718487613453,-0.108889177441597,-0.112812556326389,0.808857321739197
"117",11200,2018,197,84,284,29.5670538542767,69.341781063006,100,11.1806621786544,6.66085163745936,15.7084761980703,3.2687398677749,196.561366672125,311.549831209958,0.166733533143997,0.3724664747715,1.38415277004242
"118",11300,2010,131,309,449,68.8042752171009,29.1694500111334,100,30.0716629830554,26.3404654334669,61.4734866259972,8.78479992421747,648.685124123267,705.108342498184,2.80808734893799,3.49145603179932,3.56118988990784
"119",11300,2011,166,394,562,70.0942892723715,29.5321117238925,100,41.4118340579176,37.5560003812792,70.3091910207539,12.0953004022929,682.768775809021,835.357125061268,3.41362905502319,3.51095867156982,3.36369943618774
"120",11300,2012,160,439,607,72.3109866578817,26.3548015154011,100,40.8176988770089,38.3707717856831,73.6987563334869,11.9239359774121,705.30375910994,828.161215195845,3.66965365409851,3.14599323272705,2.88064050674438
"121",11300,2013,140,307,450,68.2070650966452,31.104199066874,100,27.5549568305676,26.23707375438,52.0252694165738,8.05090169340552,589.270448542323,703.993953198916,2.73740339279175,2.11064696311951,1.69923257827759
